Session Title,Percentage with Has Any Encounters? preceded by Immunizations: MMR receipt within 5 years by Age at Encounter in Years Range and State of Residence,,
Session ID,2790047,,
Data Model,Patients,,
Population Base,All Patients,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,Has Any Encounters?,,
Session Date Range,1/1/2018 - 12/17/2025,,
Measure,Immunizations (%) ,,
Export User,Daniel Weinberger,,
Date of Export,1/12/2026,,
,,,
,,,
,,,Percentage with Has Any Encounters? preceded by Immunizations: MMR receipt within 5 years (%)
Age at Encounter in Years,State of Residence,Year,
Less than 1 Years,Wisconsin,Jan 1 – Dec 31 2018,26.85%
,,Jan 1 – Dec 31 2019,29.54%
,,Jan 1 – Dec 31 2020,28.25%
,,Jan 1 – Dec 31 2021,27.67%
,,Jan 1 – Dec 31 2022,29.12%
,,Jan 1 – Dec 31 2023,28.43%
,,Jan 1 – Dec 31 2024,28.03%
,,Jan 1 – Dec 17 2025,27.06%
,North Dakota,Jan 1 – Dec 31 2018,28.17%
,,Jan 1 – Dec 31 2019,29.37%
,,Jan 1 – Dec 31 2020,28.22%
,,Jan 1 – Dec 31 2021,27.70%
,,Jan 1 – Dec 31 2022,29.35%
,,Jan 1 – Dec 31 2023,27.90%
,,Jan 1 – Dec 31 2024,28.40%
,,Jan 1 – Dec 17 2025,27.82%
,Rhode Island,Jan 1 – Dec 31 2018,17.68%
,,Jan 1 – Dec 31 2019,19.27%
,,Jan 1 – Dec 31 2020,17.90%
,,Jan 1 – Dec 31 2021,19.62%
,,Jan 1 – Dec 31 2022,23.05%
,,Jan 1 – Dec 31 2023,25.00%
,,Jan 1 – Dec 31 2024,27.14%
,,Jan 1 – Dec 17 2025,26.19%
,Delaware,Jan 1 – Dec 31 2018,22.34%
,,Jan 1 – Dec 31 2019,24.13%
,,Jan 1 – Dec 31 2020,22.63%
,,Jan 1 – Dec 31 2021,23.63%
,,Jan 1 – Dec 31 2022,23.72%
,,Jan 1 – Dec 31 2023,24.56%
,,Jan 1 – Dec 31 2024,23.26%
,,Jan 1 – Dec 17 2025,21.36%
,Iowa,Jan 1 – Dec 31 2018,21.21%
,,Jan 1 – Dec 31 2019,21.42%
,,Jan 1 – Dec 31 2020,21.15%
,,Jan 1 – Dec 31 2021,22.33%
,,Jan 1 – Dec 31 2022,23.47%
,,Jan 1 – Dec 31 2023,23.45%
,,Jan 1 – Dec 31 2024,23.36%
,,Jan 1 – Dec 17 2025,26.54%
,Oregon,Jan 1 – Dec 31 2018,19.43%
,,Jan 1 – Dec 31 2019,22.54%
,,Jan 1 – Dec 31 2020,20.93%
,,Jan 1 – Dec 31 2021,20.11%
,,Jan 1 – Dec 31 2022,21.41%
,,Jan 1 – Dec 31 2023,21.09%
,,Jan 1 – Dec 31 2024,20.83%
,,Jan 1 – Dec 17 2025,19.90%
,West Virginia,Jan 1 – Dec 31 2018,13.22%
,,Jan 1 – Dec 31 2019,17.66%
,,Jan 1 – Dec 31 2020,18.02%
,,Jan 1 – Dec 31 2021,19.40%
,,Jan 1 – Dec 31 2022,21.14%
,,Jan 1 – Dec 31 2023,20.52%
,,Jan 1 – Dec 31 2024,20.83%
,,Jan 1 – Dec 17 2025,20.11%
,Louisiana,Jan 1 – Dec 31 2018,19.35%
,,Jan 1 – Dec 31 2019,20.70%
,,Jan 1 – Dec 31 2020,19.26%
,,Jan 1 – Dec 31 2021,18.93%
,,Jan 1 – Dec 31 2022,20.54%
,,Jan 1 – Dec 31 2023,20.67%
,,Jan 1 – Dec 31 2024,20.02%
,,Jan 1 – Dec 17 2025,18.14%
,Puerto Rico,Jan 1 – Dec 31 2018,-
,,Jan 1 – Dec 31 2019,14.13%
,,Jan 1 – Dec 31 2020,20.00%
,,Jan 1 – Dec 31 2021,-
,,Jan 1 – Dec 31 2022,14.10%
,,Jan 1 – Dec 31 2023,22.47%
,,Jan 1 – Dec 31 2024,20.94%
,,Jan 1 – Dec 17 2025,18.45%
,Massachusetts,Jan 1 – Dec 31 2018,19.90%
,,Jan 1 – Dec 31 2019,20.32%
,,Jan 1 – Dec 31 2020,19.73%
,,Jan 1 – Dec 31 2021,20.02%
,,Jan 1 – Dec 31 2022,19.84%
,,Jan 1 – Dec 31 2023,19.65%
,,Jan 1 – Dec 31 2024,19.48%
,,Jan 1 – Dec 17 2025,19.55%
,Indiana,Jan 1 – Dec 31 2018,20.42%
,,Jan 1 – Dec 31 2019,22.48%
,,Jan 1 – Dec 31 2020,21.38%
,,Jan 1 – Dec 31 2021,22.82%
,,Jan 1 – Dec 31 2022,22.97%
,,Jan 1 – Dec 31 2023,23.52%
,,Jan 1 – Dec 31 2024,23.07%
,,Jan 1 – Dec 17 2025,21.09%
,Michigan,Jan 1 – Dec 31 2018,18.31%
,,Jan 1 – Dec 31 2019,19.92%
,,Jan 1 – Dec 31 2020,20.00%
,,Jan 1 – Dec 31 2021,21.14%
,,Jan 1 – Dec 31 2022,22.12%
,,Jan 1 – Dec 31 2023,22.22%
,,Jan 1 – Dec 31 2024,19.52%
,,Jan 1 – Dec 17 2025,18.71%
,Minnesota,Jan 1 – Dec 31 2018,22.77%
,,Jan 1 – Dec 31 2019,23.26%
,,Jan 1 – Dec 31 2020,21.01%
,,Jan 1 – Dec 31 2021,20.25%
,,Jan 1 – Dec 31 2022,19.90%
,,Jan 1 – Dec 31 2023,20.89%
,,Jan 1 – Dec 31 2024,20.04%
,,Jan 1 – Dec 17 2025,19.47%
,South Dakota,Jan 1 – Dec 31 2018,24.09%
,,Jan 1 – Dec 31 2019,24.64%
,,Jan 1 – Dec 31 2020,23.01%
,,Jan 1 – Dec 31 2021,22.27%
,,Jan 1 – Dec 31 2022,23.04%
,,Jan 1 – Dec 31 2023,22.14%
,,Jan 1 – Dec 31 2024,21.76%
,,Jan 1 – Dec 17 2025,21.46%
,New Hampshire,Jan 1 – Dec 31 2018,25.62%
,,Jan 1 – Dec 31 2019,26.83%
,,Jan 1 – Dec 31 2020,24.51%
,,Jan 1 – Dec 31 2021,25.62%
,,Jan 1 – Dec 31 2022,26.54%
,,Jan 1 – Dec 31 2023,26.95%
,,Jan 1 – Dec 31 2024,26.17%
,,Jan 1 – Dec 17 2025,23.56%
,Illinois,Jan 1 – Dec 31 2018,18.00%
,,Jan 1 – Dec 31 2019,19.99%
,,Jan 1 – Dec 31 2020,18.71%
,,Jan 1 – Dec 31 2021,19.72%
,,Jan 1 – Dec 31 2022,20.74%
,,Jan 1 – Dec 31 2023,20.86%
,,Jan 1 – Dec 31 2024,20.03%
,,Jan 1 – Dec 17 2025,19.34%
,Kentucky,Jan 1 – Dec 31 2018,16.37%
,,Jan 1 – Dec 31 2019,18.68%
,,Jan 1 – Dec 31 2020,18.05%
,,Jan 1 – Dec 31 2021,18.39%
,,Jan 1 – Dec 31 2022,20.08%
,,Jan 1 – Dec 31 2023,20.65%
,,Jan 1 – Dec 31 2024,21.12%
,,Jan 1 – Dec 17 2025,20.00%
,Colorado,Jan 1 – Dec 31 2018,15.51%
,,Jan 1 – Dec 31 2019,16.51%
,,Jan 1 – Dec 31 2020,16.17%
,,Jan 1 – Dec 31 2021,17.90%
,,Jan 1 – Dec 31 2022,18.73%
,,Jan 1 – Dec 31 2023,19.18%
,,Jan 1 – Dec 31 2024,17.52%
,,Jan 1 – Dec 17 2025,17.93%
,Maine,Jan 1 – Dec 31 2018,21.46%
,,Jan 1 – Dec 31 2019,22.14%
,,Jan 1 – Dec 31 2020,21.66%
,,Jan 1 – Dec 31 2021,22.58%
,,Jan 1 – Dec 31 2022,23.57%
,,Jan 1 – Dec 31 2023,24.28%
,,Jan 1 – Dec 31 2024,23.55%
,,Jan 1 – Dec 17 2025,21.98%
,Pennsylvania,Jan 1 – Dec 31 2018,21.10%
,,Jan 1 – Dec 31 2019,22.29%
,,Jan 1 – Dec 31 2020,20.50%
,,Jan 1 – Dec 31 2021,21.32%
,,Jan 1 – Dec 31 2022,22.56%
,,Jan 1 – Dec 31 2023,22.83%
,,Jan 1 – Dec 31 2024,22.32%
,,Jan 1 – Dec 17 2025,19.72%
,California,Jan 1 – Dec 31 2018,18.45%
,,Jan 1 – Dec 31 2019,18.23%
,,Jan 1 – Dec 31 2020,17.15%
,,Jan 1 – Dec 31 2021,18.14%
,,Jan 1 – Dec 31 2022,18.17%
,,Jan 1 – Dec 31 2023,19.29%
,,Jan 1 – Dec 31 2024,18.54%
,,Jan 1 – Dec 17 2025,17.81%
,Georgia,Jan 1 – Dec 31 2018,14.64%
,,Jan 1 – Dec 31 2019,15.55%
,,Jan 1 – Dec 31 2020,14.14%
,,Jan 1 – Dec 31 2021,14.66%
,,Jan 1 – Dec 31 2022,14.70%
,,Jan 1 – Dec 31 2023,15.11%
,,Jan 1 – Dec 31 2024,14.52%
,,Jan 1 – Dec 17 2025,13.54%
,Idaho,Jan 1 – Dec 31 2018,21.00%
,,Jan 1 – Dec 31 2019,20.37%
,,Jan 1 – Dec 31 2020,20.52%
,,Jan 1 – Dec 31 2021,19.67%
,,Jan 1 – Dec 31 2022,21.42%
,,Jan 1 – Dec 31 2023,20.47%
,,Jan 1 – Dec 31 2024,19.31%
,,Jan 1 – Dec 17 2025,17.69%
,Utah,Jan 1 – Dec 31 2018,16.35%
,,Jan 1 – Dec 31 2019,17.55%
,,Jan 1 – Dec 31 2020,16.88%
,,Jan 1 – Dec 31 2021,16.97%
,,Jan 1 – Dec 31 2022,18.70%
,,Jan 1 – Dec 31 2023,17.35%
,,Jan 1 – Dec 31 2024,15.24%
,,Jan 1 – Dec 17 2025,12.46%
,Mississippi,Jan 1 – Dec 31 2018,15.94%
,,Jan 1 – Dec 31 2019,18.87%
,,Jan 1 – Dec 31 2020,18.10%
,,Jan 1 – Dec 31 2021,18.39%
,,Jan 1 – Dec 31 2022,18.40%
,,Jan 1 – Dec 31 2023,18.85%
,,Jan 1 – Dec 31 2024,17.98%
,,Jan 1 – Dec 17 2025,16.05%
,Ohio,Jan 1 – Dec 31 2018,15.77%
,,Jan 1 – Dec 31 2019,17.07%
,,Jan 1 – Dec 31 2020,17.04%
,,Jan 1 – Dec 31 2021,17.45%
,,Jan 1 – Dec 31 2022,17.88%
,,Jan 1 – Dec 31 2023,19.07%
,,Jan 1 – Dec 31 2024,21.24%
,,Jan 1 – Dec 17 2025,20.12%
,Arkansas,Jan 1 – Dec 31 2018,14.21%
,,Jan 1 – Dec 31 2019,14.69%
,,Jan 1 – Dec 31 2020,13.62%
,,Jan 1 – Dec 31 2021,14.10%
,,Jan 1 – Dec 31 2022,15.40%
,,Jan 1 – Dec 31 2023,15.40%
,,Jan 1 – Dec 31 2024,15.73%
,,Jan 1 – Dec 17 2025,14.89%
,Florida,Jan 1 – Dec 31 2018,12.28%
,,Jan 1 – Dec 31 2019,13.99%
,,Jan 1 – Dec 31 2020,13.41%
,,Jan 1 – Dec 31 2021,13.56%
,,Jan 1 – Dec 31 2022,13.32%
,,Jan 1 – Dec 31 2023,14.39%
,,Jan 1 – Dec 31 2024,13.57%
,,Jan 1 – Dec 17 2025,11.91%
,Connecticut,Jan 1 – Dec 31 2018,17.62%
,,Jan 1 – Dec 31 2019,18.44%
,,Jan 1 – Dec 31 2020,17.71%
,,Jan 1 – Dec 31 2021,17.44%
,,Jan 1 – Dec 31 2022,17.79%
,,Jan 1 – Dec 31 2023,16.89%
,,Jan 1 – Dec 31 2024,16.03%
,,Jan 1 – Dec 17 2025,14.08%
,Texas,Jan 1 – Dec 31 2018,18.81%
,,Jan 1 – Dec 31 2019,19.45%
,,Jan 1 – Dec 31 2020,17.99%
,,Jan 1 – Dec 31 2021,17.97%
,,Jan 1 – Dec 31 2022,18.29%
,,Jan 1 – Dec 31 2023,18.83%
,,Jan 1 – Dec 31 2024,17.92%
,,Jan 1 – Dec 17 2025,16.59%
,North Carolina,Jan 1 – Dec 31 2018,15.56%
,,Jan 1 – Dec 31 2019,17.08%
,,Jan 1 – Dec 31 2020,16.10%
,,Jan 1 – Dec 31 2021,16.18%
,,Jan 1 – Dec 31 2022,19.77%
,,Jan 1 – Dec 31 2023,20.12%
,,Jan 1 – Dec 31 2024,19.68%
,,Jan 1 – Dec 17 2025,19.07%
,Montana,Jan 1 – Dec 31 2018,16.97%
,,Jan 1 – Dec 31 2019,16.81%
,,Jan 1 – Dec 31 2020,14.78%
,,Jan 1 – Dec 31 2021,15.90%
,,Jan 1 – Dec 31 2022,16.24%
,,Jan 1 – Dec 31 2023,16.02%
,,Jan 1 – Dec 31 2024,15.38%
,,Jan 1 – Dec 17 2025,15.89%
,Washington,Jan 1 – Dec 31 2018,11.66%
,,Jan 1 – Dec 31 2019,13.76%
,,Jan 1 – Dec 31 2020,12.81%
,,Jan 1 – Dec 31 2021,11.90%
,,Jan 1 – Dec 31 2022,12.60%
,,Jan 1 – Dec 31 2023,12.66%
,,Jan 1 – Dec 31 2024,12.04%
,,Jan 1 – Dec 17 2025,11.64%
,Nevada,Jan 1 – Dec 31 2018,11.23%
,,Jan 1 – Dec 31 2019,13.97%
,,Jan 1 – Dec 31 2020,13.12%
,,Jan 1 – Dec 31 2021,13.70%
,,Jan 1 – Dec 31 2022,14.49%
,,Jan 1 – Dec 31 2023,14.44%
,,Jan 1 – Dec 31 2024,14.69%
,,Jan 1 – Dec 17 2025,13.44%
,New York,Jan 1 – Dec 31 2018,12.85%
,,Jan 1 – Dec 31 2019,16.72%
,,Jan 1 – Dec 31 2020,14.90%
,,Jan 1 – Dec 31 2021,14.40%
,,Jan 1 – Dec 31 2022,15.00%
,,Jan 1 – Dec 31 2023,15.14%
,,Jan 1 – Dec 31 2024,14.45%
,,Jan 1 – Dec 17 2025,14.20%
,South Carolina,Jan 1 – Dec 31 2018,19.52%
,,Jan 1 – Dec 31 2019,19.69%
,,Jan 1 – Dec 31 2020,18.16%
,,Jan 1 – Dec 31 2021,16.14%
,,Jan 1 – Dec 31 2022,17.82%
,,Jan 1 – Dec 31 2023,17.11%
,,Jan 1 – Dec 31 2024,16.08%
,,Jan 1 – Dec 17 2025,15.11%
,Kansas,Jan 1 – Dec 31 2018,18.35%
,,Jan 1 – Dec 31 2019,18.83%
,,Jan 1 – Dec 31 2020,18.73%
,,Jan 1 – Dec 31 2021,18.19%
,,Jan 1 – Dec 31 2022,20.26%
,,Jan 1 – Dec 31 2023,16.29%
,,Jan 1 – Dec 31 2024,14.86%
,,Jan 1 – Dec 17 2025,16.70%
,Hawaii,Jan 1 – Dec 31 2018,11.31%
,,Jan 1 – Dec 31 2019,12.06%
,,Jan 1 – Dec 31 2020,10.63%
,,Jan 1 – Dec 31 2021,11.48%
,,Jan 1 – Dec 31 2022,13.12%
,,Jan 1 – Dec 31 2023,12.90%
,,Jan 1 – Dec 31 2024,12.01%
,,Jan 1 – Dec 17 2025,11.18%
,Nebraska,Jan 1 – Dec 31 2018,8.35%
,,Jan 1 – Dec 31 2019,8.58%
,,Jan 1 – Dec 31 2020,8.80%
,,Jan 1 – Dec 31 2021,10.06%
,,Jan 1 – Dec 31 2022,11.40%
,,Jan 1 – Dec 31 2023,10.62%
,,Jan 1 – Dec 31 2024,10.16%
,,Jan 1 – Dec 17 2025,10.93%
,Wyoming,Jan 1 – Dec 31 2018,18.72%
,,Jan 1 – Dec 31 2019,19.33%
,,Jan 1 – Dec 31 2020,20.97%
,,Jan 1 – Dec 31 2021,19.46%
,,Jan 1 – Dec 31 2022,19.96%
,,Jan 1 – Dec 31 2023,19.93%
,,Jan 1 – Dec 31 2024,18.26%
,,Jan 1 – Dec 17 2025,13.86%
,Vermont,Jan 1 – Dec 31 2018,18.99%
,,Jan 1 – Dec 31 2019,16.76%
,,Jan 1 – Dec 31 2020,15.70%
,,Jan 1 – Dec 31 2021,16.36%
,,Jan 1 – Dec 31 2022,17.31%
,,Jan 1 – Dec 31 2023,17.91%
,,Jan 1 – Dec 31 2024,18.70%
,,Jan 1 – Dec 17 2025,16.21%
,Missouri,Jan 1 – Dec 31 2018,8.47%
,,Jan 1 – Dec 31 2019,11.13%
,,Jan 1 – Dec 31 2020,11.04%
,,Jan 1 – Dec 31 2021,10.77%
,,Jan 1 – Dec 31 2022,14.81%
,,Jan 1 – Dec 31 2023,15.23%
,,Jan 1 – Dec 31 2024,15.00%
,,Jan 1 – Dec 17 2025,14.78%
,Oklahoma,Jan 1 – Dec 31 2018,10.30%
,,Jan 1 – Dec 31 2019,10.87%
,,Jan 1 – Dec 31 2020,10.15%
,,Jan 1 – Dec 31 2021,10.79%
,,Jan 1 – Dec 31 2022,11.95%
,,Jan 1 – Dec 31 2023,12.99%
,,Jan 1 – Dec 31 2024,13.30%
,,Jan 1 – Dec 17 2025,13.71%
,Arizona,Jan 1 – Dec 31 2018,5.90%
,,Jan 1 – Dec 31 2019,7.07%
,,Jan 1 – Dec 31 2020,5.27%
,,Jan 1 – Dec 31 2021,5.71%
,,Jan 1 – Dec 31 2022,9.60%
,,Jan 1 – Dec 31 2023,10.50%
,,Jan 1 – Dec 31 2024,10.67%
,,Jan 1 – Dec 17 2025,9.50%
,Tennessee,Jan 1 – Dec 31 2018,7.64%
,,Jan 1 – Dec 31 2019,8.80%
,,Jan 1 – Dec 31 2020,8.46%
,,Jan 1 – Dec 31 2021,8.49%
,,Jan 1 – Dec 31 2022,9.38%
,,Jan 1 – Dec 31 2023,10.08%
,,Jan 1 – Dec 31 2024,9.80%
,,Jan 1 – Dec 17 2025,10.40%
,Alaska,Jan 1 – Dec 31 2018,17.42%
,,Jan 1 – Dec 31 2019,15.41%
,,Jan 1 – Dec 31 2020,13.92%
,,Jan 1 – Dec 31 2021,18.16%
,,Jan 1 – Dec 31 2022,14.06%
,,Jan 1 – Dec 31 2023,15.06%
,,Jan 1 – Dec 31 2024,8.87%
,,Jan 1 – Dec 17 2025,10.58%
,Virginia,Jan 1 – Dec 31 2018,8.20%
,,Jan 1 – Dec 31 2019,9.25%
,,Jan 1 – Dec 31 2020,8.77%
,,Jan 1 – Dec 31 2021,9.18%
,,Jan 1 – Dec 31 2022,10.15%
,,Jan 1 – Dec 31 2023,10.34%
,,Jan 1 – Dec 31 2024,10.19%
,,Jan 1 – Dec 17 2025,9.66%
,Maryland,Jan 1 – Dec 31 2018,9.07%
,,Jan 1 – Dec 31 2019,9.78%
,,Jan 1 – Dec 31 2020,8.87%
,,Jan 1 – Dec 31 2021,8.74%
,,Jan 1 – Dec 31 2022,7.45%
,,Jan 1 – Dec 31 2023,7.66%
,,Jan 1 – Dec 31 2024,7.48%
,,Jan 1 – Dec 17 2025,6.84%
,Alabama,Jan 1 – Dec 31 2018,16.58%
,,Jan 1 – Dec 31 2019,14.96%
,,Jan 1 – Dec 31 2020,13.12%
,,Jan 1 – Dec 31 2021,12.22%
,,Jan 1 – Dec 31 2022,12.02%
,,Jan 1 – Dec 31 2023,12.31%
,,Jan 1 – Dec 31 2024,12.00%
,,Jan 1 – Dec 17 2025,10.45%
,New Jersey,Jan 1 – Dec 31 2018,12.73%
,,Jan 1 – Dec 31 2019,12.63%
,,Jan 1 – Dec 31 2020,11.57%
,,Jan 1 – Dec 31 2021,11.63%
,,Jan 1 – Dec 31 2022,11.36%
,,Jan 1 – Dec 31 2023,9.01%
